elan_nomresi_list,seher,marka,model,buraxilis_ili,ban_novu,reng,muherrik,muherrik_gucu,yanacaq_novu,yurus,suretler_qutusu,oturucu,yeni,qiymet
6599803,Sumqayıt,Hyundai,Santa Fe,2011,Offroader / SUV,Ağ,2.0 L,184 a.g.,Dizel,105 000 km,Avtomat,Tam,Xeyr,24 700 AZN
6473038,Bakı,Hyundai,Santa Fe,2013,Offroader / SUV,Qara,2.0 L,274 a.g.,Benzin,86 000 km,Avtomat,Tam,Xeyr,32 000 AZN
6599801,Bakı,Mercedes,ML 350,2007,Offroader / SUV,Boz,3.5 L,272 a.g.,Benzin,235 000 km,Avtomat,Arxa,Xeyr,21 000 AZN
6599799,Bakı,Tofas,Sahin,2001,Sedan,Boz,1.6 L,86 a.g.,Benzin,850 000 km,Mexaniki,Arxa,Xeyr,6 500 AZN
6566131,Bakı,BMW,528,2015,Sedan,Yaş Asfalt,2.0 L,245 a.g.,Benzin,170 000 km,Avtomat,Tam,Xeyr,22 500 $
6599795,Sumqayıt,Opel,Astra,2002,Universal,Qara,2.0 L,101 a.g.,Dizel,246 564 km,Mexaniki,Ön,Xeyr,7 200 AZN
6582066,Bakı,Lexus,LX 600,2022,Offroader / SUV,Qara,3.5 L,420 a.g.,Benzin,0 km,Avtomat,Tam,Bəli,267 000 $
6414960,Bakı,Mercedes,E 300,2017,Sedan,Qara,2.0 L,245 a.g.,Benzin,110 000 km,Avtomat,Tam,Xeyr,37 500 $
6599792,Bakı,Chevrolet,Aveo,2012,Hetçbek / Liftbek,Ağ,1.4 L,101 a.g.,Benzin,86 000 km,Avtomat,Ön,Xeyr,13 500 AZN
6599786,Sumqayıt,Hyundai,Santa Fe,2010,Offroader / SUV,Gümüşü,2.0 L,184 a.g.,Dizel,133 000 km,Avtomat,Tam,Xeyr,24 500 AZN
6599780,Ağdam,LADA (VAZ),2106,1990,Sedan,Qızılı,1.5 L,65 a.g.,Benzin,26 300 km,Mexaniki,Arxa,Xeyr,3 000 AZN
6599785,Bakı,Mercedes,C 200,2000,Sedan,Qara,2.0 L,136 a.g.,Benzin,353 000 km,Avtomat,Arxa,Xeyr,8 800 AZN
6424048,Bakı,Toyota,Camry,2014,Sedan,Ağ,3.5 L,272 a.g.,Benzin,80 000 km,Avtomat,Ön,Xeyr,23 500 $
6599783,Bakı,Nissan,Sunny,2008,Sedan,Ağ,1.6 L,107 a.g.,Benzin,280 000 km,Avtomat,Ön,Xeyr,12 600 AZN
6599781,Bakı,BMW,320,2006,Sedan,Qara,2.0 L,163 a.g.,Dizel,278 222 km,Mexaniki,Arxa,Xeyr,19 500 AZN
6496053,Bakı,Kia,Rio,2008,Sedan,Qara,1.4 L,97 a.g.,Benzin,328 000 km,Mexaniki,Ön,Xeyr,9 200 AZN
6565408,Bakı,Toyota,Prado,2008,Offroader / SUV,Qara,4.0 L,249 a.g.,Benzin,162 250 km,Avtomat,Tam,Xeyr,23 300 $
6592440,Bakı,Kia,Soul,2015,Hetçbek / Liftbek,Ağ,1.6 L,132 a.g.,Benzin,123 500 km,Avtomat,Ön,Xeyr,21 800 AZN
6599778,Ağstafa,LADA (VAZ),2107,2005,Sedan,Ağ,1.6 L,75 a.g.,Benzin,145 555 km,Mexaniki,Arxa,Xeyr,4 400 AZN
6587759,Bakı,Toyota,Corolla,2006,Hetçbek / Liftbek,Göy,1.4 L,90 a.g.,Dizel,164 000 km,Robotlaşdırılmış,Ön,Xeyr,11 800 AZN
6599777,Bakı,Mercedes,E 220,1993,Sedan,Göy,2.2 L,150 a.g.,Dizel,250 000 km,Mexaniki,Arxa,Xeyr,8 000 AZN
6599048,Xaçmaz,LADA (VAZ),2110,2007,Sedan,Qara,1.6 L,75 a.g.,Benzin,150 000 km,Mexaniki,Arxa,Xeyr,7 800 AZN
6599774,Bakı,Opel,Astra,2006,Hetçbek / Liftbek,Boz,1.3 L,90 a.g.,Dizel,182 000 km,Mexaniki,Ön,Xeyr,12 400 AZN
6599770,Bakı,Kia,Optima,2018,Sedan,Göy,2.0 L,245 a.g.,Benzin,21 200 km,Avtomat,Ön,Xeyr,31 300 AZN
6580538,Bakı,Mercedes,B 170,2007,Hetçbek / Liftbek,Gümüşü,1.7 L,116 a.g.,Benzin,130 000 km,Avtomat,Ön,Xeyr,12 000 AZN
6599768,İsmayıllı,UAZ,Patriot,2004,Offroader / SUV,Yaşıl,2.5 L,122 a.g.,Benzin,123 000 km,Mexaniki,Tam,Xeyr,7 400 AZN
6582476,Bakı,LADA (VAZ),Niva,2020,Offroader / SUV,Qara,1.7 L,80 a.g.,Benzin,28 000 km,Mexaniki,Tam,Xeyr,18 800 AZN
6599763,Bakı,Hyundai,Sonata,2009,Sedan,Ağ,2.4 L,174 a.g.,Benzin,256 000 km,Avtomat,Ön,Xeyr,17 300 AZN
6599766,Sumqayıt,LADA (VAZ),2106,1990,Sedan,Bej,1.5 L,65 a.g.,Benzin,215 425 km,Mexaniki,Arxa,Xeyr,3 800 AZN
6174207,Bakı,BMW,650,2014,Sedan,Qara,4.4 L,450 a.g.,Benzin,51 000 km,Avtomat,Tam,Xeyr,45 500 $
6599761,Bakı,LADA (VAZ),Oka,2005,Hetçbek / Liftbek,Ağ,0.8 L,35 a.g.,Benzin,34 018 km,Mexaniki,Ön,Xeyr,5 800 AZN
6561994,Bakı,BMW,530,2017,Sedan,Boz,2.0 L,252 a.g.,Benzin,89 000 km,Avtomat,Arxa,Xeyr,34 800 $
6599760,Bakı,Hyundai,Santa Fe,2012,Offroader / SUV,Qara,2.4 L,181 a.g.,Benzin,168 000 km,Avtomat,Tam,Xeyr,30 700 AZN
6599758,Xaçmaz,Mercedes,C 220,1995,Sedan,Yaş Asfalt,2.2 L,150 a.g.,Benzin,298 235 km,Avtomat,Arxa,Xeyr,7 500 AZN
6599755,Bakı,Chevrolet,Cruze,2015,Sedan,Yaş Asfalt,1.4 L,153 a.g.,Benzin,179 000 km,Avtomat,Ön,Xeyr,16 200 AZN
6599756,Bakı,LADA (VAZ),Priora,2016,Sedan,Ağ,1.6 L,106 a.g.,Benzin,111 634 km,Mexaniki,Arxa,Xeyr,15 300 AZN
6599757,Sumqayıt,Nissan,Tiida,2012,Hetçbek / Liftbek,Qəhvəyi,1.5 L,109 a.g.,Benzin,33 000 km,Avtomat,Ön,Xeyr,14 400 AZN
6599212,Bakı,Nissan,Note,2012,Hetçbek / Liftbek,Mavi,1.2 L,79 a.g.,Benzin,37 000 km,Avtomat,Ön,Xeyr,12 800 AZN
6498539,Bakı,Kia,Cadenza,2013,Sedan,Ağ,3.5 L,293 a.g.,Benzin,118 000 km,Avtomat,Ön,Xeyr,23 900 $
6596716,Bakı,Opel,Astra,2005,Universal,Göy,1.4 L,90 a.g.,Benzin,170 248 km,Mexaniki,Ön,Xeyr,11 000 AZN
6590382,Bakı,Hyundai,Elantra,2012,Sedan,Boz,1.8 L,150 a.g.,Benzin,145 000 km,Avtomat,Ön,Xeyr,18 500 AZN
6508147,Bakı,LADA (VAZ),21011,1983,Sedan,Yaşıl,1.5 L,65 a.g.,Benzin,25 000 km,Mexaniki,Arxa,Xeyr,6 500 AZN
6510053,Bakı,Mercedes,C 180,1998,Sedan,Gümüşü,1.8 L,122 a.g.,Benzin,345 654 km,Mexaniki,Arxa,Xeyr,8 800 AZN
5984521,Bakı,BMW,750,2011,Sedan,Qara,4.4 L,407 a.g.,Benzin,1 800 km,Avtomat,Arxa,Xeyr,51 000 $
6570803,Bakı,Chevrolet,Cruze,2016,Sedan,Gümüşü,1.4 L,155 a.g.,Benzin,155 000 km,Avtomat,Ön,Xeyr,20 900 AZN
6599739,Bakı,Tofas,Sahin,2005,Sedan,Qara,1.6 L,86 a.g.,Benzin,300 000 km,Mexaniki,Arxa,Xeyr,4 500 AZN
6599746,Bakı,Opel,Vita,1996,Hetçbek / Liftbek,Göy,1.4 L,90 a.g.,Benzin,290 000 km,Avtomat,Ön,Xeyr,4 500 AZN
6599744,Bakı,Mercedes,C 280,2000,Sedan,Qara,2.8 L,197 a.g.,Benzin,155 000 km,Avtomat,Tam,Xeyr,11 000 AZN
6599740,Bakı,Kia,Cerato,2022,Sedan,Qara,2.0 L,150 a.g.,Benzin,115 000 km,Mexaniki,Ön,Xeyr,30 500 AZN
6596583,Bakı,Mercedes,B 170,2007,Hetçbek / Liftbek,Mavi,1.7 L,116 a.g.,Benzin,235 680 km,Avtomat,Ön,Xeyr,9 900 AZN
6587453,Bakı,Mercedes,C 220,1994,Sedan,Yaş Asfalt,2.2 L,150 a.g.,Benzin,356 982 km,Avtomat,Arxa,Xeyr,6 600 AZN
6599743,Şəki,LADA (VAZ),2114,2011,Hetçbek / Liftbek,Yaş Asfalt,1.6 L,80 a.g.,Benzin,160 000 km,Mexaniki,Ön,Xeyr,7 600 AZN
6577530,Bakı,LADA (VAZ),Niva,2020,Offroader / SUV,Qara,1.7 L,80 a.g.,Benzin,38 200 km,Mexaniki,Tam,Xeyr,17 999 AZN
5984478,Bakı,Hummer,H2,2005,Offroader / SUV,Qara,6.0 L,325 a.g.,Benzin,6 800 km,Avtomat,Tam,Xeyr,59 000 $
6599737,Bakı,BMW,540,1996,Sedan,Qara,4.4 L,280 a.g.,Benzin,250 km,Avtomat,Arxa,Xeyr,17 000 AZN
6599738,Bakı,Hyundai,Sonata,2007,Sedan,Ağ,2.4 L,161 a.g.,Benzin,260 000 km,Avtomat,Ön,Xeyr,14 900 AZN
6529482,Bakı,Mini,Cooper,2008,Hetçbek / Liftbek,Boz,1.6 L,120 a.g.,Benzin,127 000 km,Avtomat,Ön,Xeyr,15 200 AZN
6599735,Şəmkir,Hyundai,Elantra,2015,Sedan,Qara,1.8 L,150 a.g.,Benzin,96 600 km,Avtomat,Ön,Xeyr,21 500 AZN
6599734,Bakı,Kia,Rio,2006,Hetçbek / Liftbek,Qırmızı,1.4 L,97 a.g.,Benzin,203 000 km,Mexaniki,Ön,Xeyr,10 200 AZN
6599730,Şəmkir,LADA (VAZ),2107,2010,Sedan,Qara,1.6 L,75 a.g.,Benzin,86 523 km,Mexaniki,Arxa,Xeyr,8 350 AZN
6599729,Masallı,Mercedes,C 200,1994,Sedan,Ağ,2.0 L,136 a.g.,Benzin,40 000 km,Avtomat,Arxa,Xeyr,9 000 AZN
6599717,Bakı,Toyota,Avalon,2020,Sedan,Ağ,2.5 L,200 a.g.,Hibrid,24 140 km,Avtomat,Ön,Xeyr,44 500 $
6599726,Şamaxı,Tofas,Sahin,2003,Sedan,Yaşıl,1.6 L,86 a.g.,Benzin,155 000 km,Mexaniki,Arxa,Xeyr,6 800 AZN
6599722,Bakı,BMW,328,2013,Sedan,Göy,2.0 L,245 a.g.,Benzin,133 000 km,Avtomat,Tam,Xeyr,19 500 $
6498167,Bakı,Renault,Megane,2010,Universal,Gümüşü,1.5 L,110 a.g.,Dizel,228 000 km,Avtomat,Ön,Xeyr,15 542 AZN
6599720,Bakı,LADA (VAZ),2106,1993,Sedan,Ağ,1.5 L,65 a.g.,Benzin,150 000 km,Mexaniki,Arxa,Xeyr,5 500 AZN
6539444,Bakı,BMW,430,2019,Hetçbek / Liftbek,Ağ,2.0 L,249 a.g.,Benzin,22 416 km,Avtomat,Arxa,Xeyr,38 842 $
6560683,Bakı,Mazda,6,2015,Sedan,Qara,2.5 L,192 a.g.,Benzin,72 500 km,Avtomat,Ön,Xeyr,20 842 $
6599724,Bakı,Kia,Sportage,2010,Offroader / SUV,Gümüşü,2.0 L,184 a.g.,Dizel,173 000 km,Avtomat,Ön,Xeyr,25 800 AZN
6578308,Bakı,Mercedes,E 220,2006,Sedan,Qara,2.2 L,170 a.g.,Dizel,250 000 km,Avtomat,Arxa,Xeyr,18 300 AZN
6592971,Bakı,Opel,Astra,2004,Hetçbek / Liftbek,Qızılı,1.4 L,90 a.g.,Benzin,222 155 km,Mexaniki,Ön,Xeyr,9 900 AZN
6573939,Bakı,Chevrolet,Captiva,2020,Offroader / SUV,Ağ,1.5 L,180 a.g.,Benzin,16 000 km,Avtomat,Ön,Xeyr,20 700 $
6599723,Bakı,Toyota,Hilux,2020,Pikap,Ağ,2.4 L,224 a.g.,Dizel,43 000 km,Avtomat,Tam,Xeyr,45 900 $
6461967,İsmayıllı,Mercedes,E 280,2005,Sedan,Qızılı,3.0 L,231 a.g.,Benzin,270 000 km,Avtomat,Arxa,Xeyr,15 500 AZN
6581561,Bakı,Toyota,Prado,2012,Offroader / SUV,Ağ,2.7 L,187 a.g.,Benzin,88 000 km,Avtomat,Tam,Xeyr,27 742 $
6599715,Bakı,Nissan,Note,2009,Hetçbek / Liftbek,Gümüşü,1.5 L,109 a.g.,Dizel,225 000 km,Mexaniki,Ön,Xeyr,12 700 AZN
6599714,Şirvan,LADA (VAZ),2107,2005,Sedan,Ağ,1.6 L,75 a.g.,Benzin,28 638 km,Mexaniki,Arxa,Xeyr,4 700 AZN
6599709,Bakı,Mitsubishi,Pajero,2008,Offroader / SUV,Ağ,3.0 L,188 a.g.,Benzin,124 350 km,Avtomat,Tam,Xeyr,23 500 AZN
6599713,Siyəzən,LADA (VAZ),2106,1986,Sedan,Ağ,1.5 L,65 a.g.,Benzin,250 000 km,Mexaniki,Arxa,Xeyr,4 000 AZN
6599710,Bakı,Opel,Astra,2008,Universal,Qara,1.4 L,90 a.g.,Benzin,132 000 km,Mexaniki,Ön,Xeyr,11 700 AZN
6599708,Sumqayıt,Opel,Astra,1999,Universal,Qara,1.8 L,116 a.g.,Benzin,335 000 km,Avtomat,Ön,Xeyr,9 300 AZN
6474923,Bakı,Hyundai,Sonata,2015,Sedan,Qara,2.4 L,178 a.g.,Benzin,83 000 km,Avtomat,Ön,Xeyr,26 500 AZN
6408064,Bakı,Toyota,Prado,2008,Offroader / SUV,Qara,2.7 L,167 a.g.,Benzin,164 000 km,Avtomat,Tam,Xeyr,31 000 AZN
6557368,Bakı,Toyota,Land Cruiser,2012,Offroader / SUV,Ağ,4.0 L,282 a.g.,Benzin,141 000 km,Avtomat,Tam,Xeyr,40 700 $
6259602,Bakı,Land Rover,Discovery,2009,Offroader / SUV,Qara,5.0 L,375 a.g.,Benzin,267 000 km,Avtomat,Arxa,Xeyr,22 500 $
6543610,Bakı,Toyota,Prado,2018,Offroader / SUV,Ağ,4.0 L,249 a.g.,Benzin,35 000 km,Avtomat,Tam,Xeyr,55 000 $
6599701,Bakı,Skoda,Fabia,2009,Hetçbek / Liftbek,Ağ,1.6 L,110 a.g.,Benzin,210 000 km,Avtomat,Ön,Xeyr,10 500 AZN
6599704,Sumqayıt,Kia,Cerato,2007,Sedan,Qara,2.0 L,143 a.g.,Benzin,282 586 km,Avtomat,Ön,Xeyr,12 400 AZN
5245209,Bakı,Chevrolet,Captiva,2021,Offroader / SUV,Qara,1.5 L,180 a.g.,Benzin,0 km,Avtomat,Ön,Bəli,24 500 $
6068787,Bakı,Mercedes,E 200,2019,Sedan,Qara,2.0 L,184 a.g.,Benzin,75 500 km,Avtomat,Arxa,Xeyr,43 500 $
6445232,Bakı,Toyota,Camry,2022,Sedan,Ağ,2.5 L,218 a.g.,Hibrid,0 km,Avtomat,Ön,Bəli,42 500 $
6599702,Bakı,Mercedes,CLA 45 S AMG,2014,Sedan,Boz,2.0 L,360 a.g.,Benzin,121 468 km,Avtomat,Tam,Xeyr,25 500 $
6591442,Bakı,Hyundai,Sonata,2015,Sedan,Göy,2.4 L,178 a.g.,Benzin,76 000 km,Avtomat,Ön,Xeyr,23 700 AZN
6599703,Sumqayıt,Volkswagen,Passat,2008,Sedan,Qara,2.0 L,150 a.g.,Benzin,243 000 km,Avtomat,Ön,Xeyr,10 500 AZN
6388055,Sumqayıt,Chevrolet,Trax,2020,Offroader / SUV,Tünd qırmızı,1.4 L,150 a.g.,Benzin,31 000 km,Avtomat,Ön,Xeyr,25 500 AZN
6599694,Bakı,Kia,Optima,2013,Sedan,Qara,2.0 L,165 a.g.,Benzin,160 934 km,Avtomat,Ön,Xeyr,24 000 AZN
6599700,Bakı,Changan,Benni,2014,Hetçbek / Liftbek,Qara,1.0 L,86 a.g.,Benzin,100 000 km,Robotlaşdırılmış,Ön,Xeyr,8 900 AZN
6586207,Bakı,BMW,528,2013,Sedan,Yaş Asfalt,2.0 L,245 a.g.,Benzin,175 000 km,Avtomat,Arxa,Xeyr,19 000 $
5362441,Bakı,Mercedes,GL 63 AMG,2014,Offroader / SUV,Qara,5.5 L,557 a.g.,Benzin,103 000 km,Avtomat,Tam,Xeyr,59 800 $
6498908,Bakı,Toyota,Corolla,2007,Sedan,Gümüşü,1.4 L,90 a.g.,Dizel,156 000 km,Mexaniki,Ön,Xeyr,16 800 AZN
6599679,Bakı,Mercedes,190,1990,Sedan,Qızılı,2.0 L,122 a.g.,Benzin,228 000 km,Avtomat,Arxa,Xeyr,5 200 AZN
6596210,Bakı,Kia,Rio,2012,Sedan,Yaş Asfalt,1.4 L,107 a.g.,Benzin,182 000 km,Mexaniki,Ön,Xeyr,14 500 AZN
6599697,Bakı,Hyundai,Elantra,2013,Sedan,Yaş Asfalt,1.8 L,150 a.g.,Benzin,144 000 km,Avtomat,Ön,Xeyr,17 700 AZN
6599683,Bakı,Hyundai,Santa Fe,2014,Offroader / SUV,Qara,2.4 L,175 a.g.,Benzin,134 000 km,Avtomat,Tam,Xeyr,33 500 AZN
6599695,Biləsuvar,LADA (VAZ),2107,2010,Sedan,Tünd qırmızı,1.6 L,75 a.g.,Benzin,83 000 km,Mexaniki,Arxa,Xeyr,8 300 AZN
6577484,Bakı,LADA (VAZ),2107,2002,Sedan,Ağ,1.6 L,75 a.g.,Benzin,170 000 km,Mexaniki,Arxa,Xeyr,5 200 AZN
6480208,Bakı,Mercedes,E 200,2022,Sedan,Qara,2.0 L,197 a.g.,Benzin,0 km,Avtomat,Arxa,Bəli,83 500 $
6599684,Xırdalan,Mercedes,C 180,1997,Sedan,Tünd qırmızı,1.8 L,122 a.g.,Benzin,429 632 km,Avtomat,Arxa,Xeyr,9 500 AZN
6599690,Bakı,BMW,530,2010,Sedan,Gümüşü,3.0 L,272 a.g.,Benzin,270 000 km,Avtomat,Arxa,Xeyr,29 700 AZN
6599691,Bakı,Toyota,Prado,2006,Offroader / SUV,Qara,2.7 L,167 a.g.,Benzin,151 000 km,Avtomat,Ön,Xeyr,24 000 AZN
6599689,Bakı,Mercedes,190,1993,Sedan,Yaş Asfalt,1.8 L,109 a.g.,Benzin,275 320 km,Avtomat,Arxa,Xeyr,5 800 AZN
6548587,Bakı,Mercedes,E 320,2001,Sedan,Gümüşü,3.2 L,197 a.g.,Dizel,564 578 km,Avtomat,Arxa,Xeyr,16 850 AZN
5904849,Bakı,Toyota,Land Cruiser,2009,Offroader / SUV,Ağ,4.0 L,282 a.g.,Benzin,218 000 km,Avtomat,Tam,Xeyr,29 500 $
6599686,Xırdalan,LADA (VAZ),Niva,2012,Offroader / SUV,Ağ,1.7 L,80 a.g.,Benzin,185 000 km,Mexaniki,Tam,Xeyr,10 444 AZN
6599685,Bakı,Chevrolet,Cruze,2012,Sedan,Qırmızı,1.4 L,140 a.g.,Benzin,238 082 km,Avtomat,Ön,Xeyr,14 100 AZN
6537106,Bakı,BMW,540,2002,Sedan,Qara,4.4 L,286 a.g.,Benzin,218 500 km,Avtomat,Arxa,Xeyr,9 800 AZN
6587704,Bakı,Mercedes,E 220,2001,Sedan,Gümüşü,2.2 L,143 a.g.,Dizel,452 133 km,Avtomat,Arxa,Xeyr,15 800 AZN
6599682,Bakı,Audi,A4,2006,Sedan,Gümüşü,2.0 L,200 a.g.,Benzin,298 211 km,Avtomat,Ön,Xeyr,10 000 AZN
6564954,Bakı,BMW,X6 M,2010,Offroader / SUV,Ağ,4.4 L,555 a.g.,Benzin,155 000 km,Avtomat,Tam,Xeyr,23 500 $
6599680,Bakı,Volkswagen,Golf,1993,Hetçbek / Liftbek,Qara,1.5 L,70 a.g.,Benzin,250 000 km,Mexaniki,Arxa,Xeyr,2 900 AZN
6599584,Bakı,BMW,328,2015,Sedan,Ağ,2.0 L,245 a.g.,Benzin,93 000 km,Avtomat,Arxa,Xeyr,20 900 $
